Date,Organization,Latitude (bottom),Longitude (bottom),Latitude (top),Longitude (top),Elevation bottom (ft),Elevation top (ft),Stream,Location,Origin,Method,OrganismType,Species,Common Name,Count,Size Range (cm),Notes (during / post capture),~ Biomass (lbs),HSIBI Score,
9/22/2017,Mililani High School,21.29145,-157.81451,21.29074,-157.81470,39,43,Manoa-Palolo,Manoa-Palolo Confluence,Non-native,paepae,Vertebrate,Oreochromis mossambicus,Mozambique Tilapia,38,4 to 9,Removed from study site,NA,NA,
9/22/2017,Mililani High School,21.29145,-157.81451,21.29074,-157.81470,39,43,Manoa-Palolo,Manoa-Palolo Confluence,NA,paepae,TOTAL NATIVES,24,TOTAL NON-NATIVES,243,NA,SUMMARY,18.00,30.90,
9/29/2017,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Vertebrate,Kuhlia xenura,Aholehole / Hawaiian Flagtail,1,4,Returned live to capture location,NA,NA,
9/29/2017,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Vertebrate,Eleotris sandwicensis,Oopu Akupa,1,8,Returned live to capture location,NA,NA,
9/29/2017,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Vertebrate,Stenogobius hawaiiensis,Oopu Naniha,2,5 to 7,Returned live to capture location,NA,NA,
9/29/2017,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Invertebrate,Macrobrachium grandimanus,Opae Oehaa,1,4,Returned live to capture location,NA,NA,
9/29/2017,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,172,12 to 26,Removed from study site,NA,NA,
9/29/2017,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Sarotherodon melanotheron,Black Chin Tilapia,1,11,Removed from study site,NA,NA,
9/29/2017,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Oreochromis mossambicus,Mozambique Tilapia,1,6,Removed from study site,NA,NA,
9/29/2017,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,NA,paepae,TOTAL NATIVES,5,TOTAL NON-NATIVES,174,NA,SUMMARY,48.00,38.20,
10/10/2017,Kamehameha Schools,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Marketplace,Native,paepae,Vertebrate,Awaous stamineus,Oopu Nakea,1,4,Returned live to capture location,NA,NA,
10/10/2017,Kamehameha Schools,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,508,6 to 22,Removed from study site,NA,NA,
10/10/2017,Kamehameha Schools,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,11,3 to 7,Removed from study site,NA,NA,
10/10/2017,Kamehameha Schools,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,339,2 to 6,Removed from study site,NA,NA,
10/10/2017,Kamehameha Schools,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,5,3 to 4,Removed from study site,NA,NA,
10/10/2017,Kamehameha Schools,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,1,3,Removed from study site,NA,NA,
10/10/2017,Kamehameha Schools,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Micropterus dolomieu,Smallmouth Bass,1,5,Removed from study site,NA,NA,
10/10/2017,Kamehameha Schools,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Marketplace,Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,2,4 to 5,Removed from study site,NA,NA,
10/10/2017,Kamehameha Schools,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Marketplace,Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,2,2,Removed from study site,NA,NA,
10/10/2017,Kamehameha Schools,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Marketplace,NA,paepae,TOTAL NATIVES,1,TOTAL NON-NATIVES,869,NA,SUMMARY,40.00,30.90,
10/11/2017,Kamehameha Schools,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Native,paepae,Vertebrate,Awaous stamineus,Oopu Nakea,1,4,Returned live to capture location,NA,NA,
10/11/2017,Kamehameha Schools,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,39,12 to 25,Removed from study site,NA,NA,
10/11/2017,Kamehameha Schools,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,16,3 to 7,Removed from study site,NA,NA,
10/11/2017,Kamehameha Schools,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Micropterus dolomieu,Smallmouth Bass,6,5 to 6,Removed from study site,NA,NA,
10/11/2017,Kamehameha Schools,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,3,3 to 5,Removed from study site,NA,NA,
10/11/2017,Kamehameha Schools,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,2,4 to 6,Removed from study site,NA,NA,
10/11/2017,Kamehameha Schools,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,NA,paepae,TOTAL NATIVES,1,TOTAL NON-NATIVES,66,NA,SUMMARY,8.00,30.90,
10/18/2017,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Invertebrate,Corbicula fluminea,Asiatic Clam,3,0.5 to 1,Removed from study site,NA,NA,
10/18/2017,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Invertebrate,Melanoides tuberculata,Malaysian Trumpet Snail,5,1 to 1.5,Removed from study site,NA,NA,
10/18/2017,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,122,1 to 2,Removed from study site,NA,NA,
10/18/2017,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Invertebrate,Macrobrachium lar,Tahitian Prawn,1,6,Removed from study site,NA,NA,
10/18/2017,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,15,2 to 7,Removed from study site,NA,NA,
10/18/2017,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,7,2 to 7,Removed from study site,NA,NA,
10/18/2017,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,355,2 to 3,Removed from study site,NA,NA,
10/18/2017,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Vertebrate,Xiphophorus helleri,Green Swordtail,2,3 to 5,Removed from study site,NA,NA,
10/18/2017,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,510,NA,SUMMARY,0.40,27.30,
10/25/2017,Mid-Pacific Institute,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,18,2 to 8,Removed from study site,NA,NA,
10/25/2017,Mid-Pacific Institute,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,395,2 to 30,Removed from study site,NA,NA,
10/25/2017,Mid-Pacific Institute,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,86,2 to 6,Removed from study site,NA,NA,
10/25/2017,Mid-Pacific Institute,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,499,NA,SUMMARY,45.00,30.90,
11/1/2017,Mid-Pacific Institute,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Native,paepae,Vertebrate,Awaous stamineus,Oopu Nakea,1,6,Returned live to capture location,NA,NA,
11/1/2017,Mid-Pacific Institute,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,9,2 to 8,Removed from study site,NA,NA,
11/1/2017,Mid-Pacific Institute,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,302,3 to 28,Removed from study site,NA,NA,
11/1/2017,Mid-Pacific Institute,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,108,2 to 6,Removed from study site,NA,NA,
11/1/2017,Mid-Pacific Institute,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,3,5 to 6,Removed from study site,NA,NA,
11/1/2017,Mid-Pacific Institute,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Procambarus clarkii,Swamp Crayfish,1,6,Removed from study site,NA,NA,
11/1/2017,Mid-Pacific Institute,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,NA,paepae,TOTAL NATIVES,1,TOTAL NON-NATIVES,423,NA,SUMMARY,20.00,30.90,
11/2/2017,Jarrettt Middle School,21.29582,-157.79684,21.29616,-157.79646,171,179,Palolo,Jarrett Middle School,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,1774,2 to 5,Removed from study site,NA,NA,
11/2/2017,Jarrettt Middle School,21.29582,-157.79684,21.29616,-157.79646,171,179,Palolo,Jarrett Middle School,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,45,2 to 3,Removed from study site,NA,NA,
11/2/2017,Jarrettt Middle School,21.29582,-157.79684,21.29616,-157.79646,171,179,Palolo,Jarrett Middle School,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,5,2 to 4,Removed from study site,NA,NA,
11/2/2017,Jarrettt Middle School,21.29582,-157.79684,21.29616,-157.79646,171,179,Palolo,Jarrett Middle School,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,1824,NA,SUMMARY,3.00,30.90,
11/9/2017,Iolani School,21.29673,-157.81367,21.29845,-157.81390,94,100,Manoa,KanewaiLoi,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,2,6 to 7,Removed from study site,NA,NA,
11/9/2017,Iolani School,21.29673,-157.81367,21.29845,-157.81390,94,100,Manoa,KanewaiLoi,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,23,11 to 18,Removed from study site,NA,NA,
11/9/2017,Iolani School,21.29673,-157.81367,21.29845,-157.81390,94,100,Manoa,KanewaiLoi,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,9,2 to 3,Removed from study site,NA,NA,
11/9/2017,Iolani School,21.29673,-157.81367,21.29845,-157.81390,94,100,Manoa,KanewaiLoi,Non-native,paepae,Vertebrate,Micropterus dolomieu,Smallmouth Bass,1,16,Removed from study site,NA,NA,
11/9/2017,Iolani School,21.29673,-157.81367,21.29845,-157.81390,94,100,Manoa,KanewaiLoi,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,35,NA,SUMMARY,2.40,27.30,
11/9/2017,Iolani School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,2,4 to 6,Removed from study site,NA,NA,
11/9/2017,Iolani School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,60,4 to 29,Removed from study site,NA,NA,
11/9/2017,Iolani School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,13,3 to 6,Removed from study site,NA,NA,
11/9/2017,Iolani School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,75,NA,SUMMARY,18.00,30.90,
11/14/2017,Iolani School,21.29271,-157.81340,21.29330,-157.81248,45,48,Manoa,KanewaiField,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,8,4 to 7,Removed from study site,NA,NA,
11/14/2017,Iolani School,21.29271,-157.81340,21.29330,-157.81248,45,48,Manoa,KanewaiField,Non-native,paepae,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,2,6 to 8,Removed from study site,NA,NA,
11/14/2017,Iolani School,21.29271,-157.81340,21.29330,-157.81248,45,48,Manoa,KanewaiField,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,4,8 to 14,Removed from study site,NA,NA,
11/14/2017,Iolani School,21.29271,-157.81340,21.29330,-157.81248,45,48,Manoa,KanewaiField,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,14,NA,SUMMARY,0.70,30.90,
11/14/2017,Iolani School,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,11,9 to 28,Removed from study site,NA,NA,
11/14/2017,Iolani School,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,1,8,Removed from study site,NA,NA,
11/14/2017,Iolani School,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Micropterus dolomieu,Smallmouth Bass,1,9,Removed from study site,NA,NA,
11/14/2017,Iolani School,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,1,7,Removed from study site,NA,NA,
11/14/2017,Iolani School,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,14,NA,SUMMARY,1.80,27.30,
11/20/2017,Seeqs,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Vertebrate,Eleotris sandwicensis,Oopu Akupa,12,5 to 12,Returned live to capture location,NA,NA,
11/20/2017,Seeqs,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Vertebrate,Stenogobius hawaiiensis,Oopu Naniha,16,4 to 8,Returned live to capture location,NA,NA,
11/20/2017,Seeqs,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Vertebrate,Kuhlia xenura,Aholehole / Hawaiian Flagtail,2,5 to 7,Returned live to capture location,NA,NA,
11/20/2017,Seeqs,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,1,8,Removed from study site,NA,NA,
11/20/2017,Seeqs,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,268,14 to 28,Removed from study site,NA,NA,
11/20/2017,Seeqs,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,6,4 to 7,Removed from study site,NA,NA,
11/20/2017,Seeqs,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Mugilogobius cavifrons,Mangrove Goby,1,4,Removed from study site,NA,NA,
11/20/2017,Seeqs,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Sarotherodon melanotheron,Black Chin Tilapia,3,4 to 6,Removed from study site,NA,NA,
11/20/2017,Seeqs,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,NA,paepae,TOTAL NATIVES,30,TOTAL NON-NATIVES,279,NA,SUMMARY,54.00,30.90,
12/7/2017,Manoa Elementary ,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,14,2 to 19,Removed from study site,NA,NA,
12/7/2017,Manoa Elementary ,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,6,4 to 6,Removed from study site,NA,NA,
12/7/2017,Manoa Elementary ,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,2,4 to 5,Removed from study site,NA,NA,
12/7/2017,Manoa Elementary ,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,2,4 to 5,Removed from study site,NA,NA,
12/7/2017,Manoa Elementary ,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Micropterus dolomieu,Smallmouth Bass,3,6 to 9,Removed from study site,NA,NA,
12/7/2017,Manoa Elementary ,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,2,5 to 6,Removed from study site,NA,NA,
12/7/2017,Manoa Elementary ,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,29,NA,SUMMARY,1.90,27.30,
12/13/2017,Punahou School,21.30793,-157.80914,21.30862,-157.80945,161,168,Manoa,Noelani Elementary,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,4,4 to 7,Removed from study site,NA,NA,
12/13/2017,Punahou School,21.30793,-157.80914,21.30862,-157.80945,161,168,Manoa,Noelani Elementary,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,14,2 to 16,Removed from study site,NA,NA,
12/13/2017,Punahou School,21.30793,-157.80914,21.30862,-157.80945,161,168,Manoa,Noelani Elementary,Non-native,paepae,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,2,3 to 5,Removed from study site,NA,NA,
12/13/2017,Punahou School,21.30793,-157.80914,21.30862,-157.80945,161,168,Manoa,Noelani Elementary,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,11,2 to 6,Removed from study site,NA,NA,
12/13/2017,Punahou School,21.30793,-157.80914,21.30862,-157.80945,161,168,Manoa,Noelani Elementary,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,4,2 to 3,Removed from study site,NA,NA,
12/13/2017,Punahou School,21.30793,-157.80914,21.30862,-157.80945,161,168,Manoa,Noelani Elementary,Non-native,paepae,Vertebrate,Micropterus dolomieu,Smallmouth Bass,1,8,Removed from study site,NA,NA,
12/13/2017,Punahou School,21.30793,-157.80914,21.30862,-157.80945,161,168,Manoa,Noelani Elementary,Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,1,6,Removed from study site,NA,NA,
12/13/2017,Punahou School,21.30793,-157.80914,21.30862,-157.80945,161,168,Manoa,Noelani Elementary,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,37,NA,SUMMARY,1.60,27.30,
12/18/2017,Punahou School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,6,2 to 10,Removed from study site,NA,NA,
12/18/2017,Punahou School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,160,2 to 30,Removed from study site,NA,NA,
12/18/2017,Punahou School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,90,2 to 8,Removed from study site,NA,NA,
12/18/2017,Punahou School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,256,NA,SUMMARY,10.00,30.90,
12/21/2017,Iolani School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,1,7,Removed from study site,NA,NA,
